edate,inflation,spyield,unemployment,umcsent4,homeindex,genre,gross
201509,0,0,5,90,0,Action,98078729
201510,0,1,5,91,0,Action,28844519
201511,0,0,5,93,0,Action,200175378
201512,0,0,5,92,0,Action,30197177
201501,0,0,6,95,0,Adventure,111224366
201502,0,1,6,93,0,Adventure,182376104
201503,0,0,5,96,0,Adventure,177397510
201504,0,0,5,91,0,Adventure,71091594
201505,0,0,6,96,0,Adventure,248627154
201506,0,0,5,93,0,Adventure,399118550
201507,0,0,5,92,0,Adventure,414988603
201508,0,-1,5,87,0,Adventure,19716518
201509,0,0,5,90,0,Adventure,251975208
201510,0,1,5,91,0,Adventure,35263572
201511,0,0,5,93,0,Adventure,253548555
201512,0,0,5,92,0,Adventure,1233277870
201501,0,0,6,95,0,Comedy,64558438
201502,0,1,6,93,0,Comedy,106814204
201503,0,0,5,96,0,Comedy,147064960
201504,0,0,5,91,0,Comedy,120816
201505,0,0,6,96,0,Comedy,223436387
201506,0,0,5,93,0,Comedy,227716702
201507,0,0,5,92,0,Comedy,240148150
201508,0,-1,5,87,0,Comedy,9973815
201509,0,0,5,90,0,Comedy,78459949
201510,0,1,5,91,0,Comedy,24021468
201511,0,0,5,93,0,Comedy,72571736
201512,0,0,5,92,0,Comedy,241422949
201501,0,0,6,95,0,Drama,104925391
201502,0,1,6,93,0,Drama,215005985
201503,0,0,5,96,0,Drama,215895949
201504,0,0,5,91,0,Drama,133314990
201505,0,0,6,96,0,Drama,41032148
201506,0,0,5,93,0,Drama,27914498
201507,0,0,5,92,0,Drama,108244531
201508,0,-1,5,87,0,Drama,264547929
201509,0,0,5,90,0,Drama,86106137
201510,0,1,5,91,0,Drama,61248478
201511,0,0,5,93,0,Drama,245815637
201512,0,0,5,92,0,Drama,182470995
201501,0,0,6,95,0,Horror,53004320
201502,0,1,6,93,0,Horror,51603140
201503,0,0,5,96,0,Horror,29453236
201504,0,0,5,91,0,Horror,65579290
201505,0,0,6,96,0,Horror,94879374
201506,0,0,5,93,0,Horror,104493678
201507,0,0,5,92,0,Horror,49098346
201508,0,-1,5,87,0,Horror,55485388
201509,0,0,5,90,0,Horror,147153184
201510,0,1,5,91,0,Horror,258913804
201511,0,0,5,93,0,Horror,17934
201512,0,0,5,92,0,Horror,85450950
201501,0,0,6,95,0,Thriller/Suspense,51186288
201502,0,1,6,93,0,Thriller/Suspense,1680013
201503,0,0,5,96,0,Thriller/Suspense,11115740
201504,0,0,5,91,0,Thriller/Suspense,27207904
201505,0,0,6,96,0,Thriller/Suspense,306380
201506,0,0,5,93,0,Thriller/Suspense,203243
201507,0,0,5,92,0,Thriller/Suspense,12317821
201508,0,-1,5,87,0,Thriller/Suspense,73448676
201509,0,0,5,90,0,Thriller/Suspense,103916728
201510,0,1,5,91,0,Thriller/Suspense,304541833
201511,0,0,5,93,0,Thriller/Suspense,309602263
201512,0,0,5,92,0,Thriller/Suspense,21576
201601,0,-1,5,92,0,Action,38234946
201602,0,0,5,91,0,Action,363780691
201603,0,1,5,89,0,Action,396721649
201604,0,0,5,95,0,Action,72022438
201605,0,0,5,94,0,Action,563933694
201606,0,0,5,90,0,Action,150640022
201607,0,0,5,90,0,Action,177095114
201608,0,0,5,91,0,Action,349224647
201609,0,0,5,87,0,Action,1367212
201610,0,0,5,94,0,Action,65060364
201611,0,0,5,98,0,Action,232693039
201612,0,0,5,98,0,Action,67193612
201601,0,-1,5,92,0,Adventure,160644439
201602,0,0,5,91,0,Adventure,32572630
201603,0,1,5,89,0,Adventure,342054379
201604,0,0,5,95,0,Adventure,372814533
201605,0,0,5,94,0,Adventure,184551747
201606,0,0,5,90,0,Adventure,568347162
201607,0,0,5,90,0,Adventure,773456870
201608,0,0,5,91,0,Adventure,144226251
201609,0,0,5,87,0,Adventure,168077889
201610,0,0,5,94,0,Adventure,21736375
201611,0,0,5,98,0,Adventure,388445362
201612,0,0,5,98,0,Adventure,802506369
201601,0,-1,5,92,0,Comedy,139547799
201602,0,0,5,91,0,Comedy,60115096
201603,0,1,5,89,0,Comedy,95997220
201604,0,0,5,95,0,Comedy,156089084
201605,0,0,5,94,0,Comedy,58952801
201606,0,0,5,90,0,Comedy,143339964
201607,0,0,5,90,0,Comedy,296940772
201608,0,0,5,91,0,Comedy,97722576
201609,0,0,5,87,0,Comedy,32575540
201610,0,0,5,94,0,Comedy,90649780
201611,0,0,5,98,0,Comedy,18020314
201612,0,0,5,98,0,Comedy,118845475
201601,0,-1,5,92,0,Drama,10743973
201602,0,0,5,91,0,Drama,94756611
201603,0,1,5,89,0,Drama,90818131
201604,0,0,5,95,0,Drama,37014118
201605,0,0,5,94,0,Drama,16843048
201606,0,0,5,90,0,Drama,138272469
201607,0,0,5,90,0,Drama,23844360
201608,0,0,5,91,0,Drama,71557245
201609,0,0,5,87,0,Drama,179172176
201610,0,0,5,94,0,Drama,56930643
201611,0,0,5,98,0,Drama,387086134
201612,0,0,5,98,0,Drama,299328888
201601,0,-1,5,92,0,Horror,71639112
201602,0,0,5,91,0,Horror,50687506
201603,0,1,5,89,0,Horror,6000684
201604,0,0,5,95,0,Horror,6477380
201605,0,0,5,94,0,Horror,21507148
201606,0,0,5,90,0,Horror,207716278
201607,0,0,5,90,0,Horror,296882590
201608,0,0,5,91,0,Horror,178435750
201609,0,0,5,87,0,Horror,46609134
201610,0,0,5,94,0,Horror,71906418
201611,0,0,5,98,0,Horror,120136
201612,0,0,5,98,0,Horror,9664706
201601,0,-1,5,92,0,Thriller/Suspense,107722530
201602,0,0,5,91,0,Thriller/Suspense,12639297
201603,0,1,5,89,0,Thriller/Suspense,153311855
201604,0,0,5,95,0,Thriller/Suspense,2794755
201605,0,0,5,94,0,Thriller/Suspense,41836048
201606,0,0,5,90,0,Thriller/Suspense,66354442
201607,0,0,5,90,0,Thriller/Suspense,57173591
201608,0,0,5,91,0,Thriller/Suspense,3027996
201609,0,0,5,87,0,Thriller/Suspense,95324899
201610,0,0,5,94,0,Thriller/Suspense,198050323
201611,0,0,5,98,0,Thriller/Suspense,17593640
201612,0,0,5,98,0,Thriller/Suspense,132621956
201701,0,0,5,96,0,Action,79280338
201702,0,0,5,97,0,Action,140833571
201703,0,0,4,97,0,Action,371012708
201704,0,0,4,97,0,Action,259055210
201705,0,0,4,95,0,Action,391547510
201706,0,0,4,93,0,Action,542894557
201707,0,0,4,97,0,Action,673935631
201708,0,0,4,95,0,Action,83341393
201709,0,0,4,101,0,Action,154991260
201710,0,0,4,98,0,Action,68093667
201711,0,0,4,96,0,Action,544351500
201712,0,0,4,96,0,Action,7633149
201701,0,0,5,96,0,Adventure,34290223
201702,0,0,5,97,0,Adventure,185480698
201703,0,0,4,97,0,Adventure,343111053
201704,0,0,4,97,0,Adventure,45285623
201705,0,0,4,95,0,Adventure,232472666
201706,0,0,4,93,0,Adventure,572477598
201707,0,0,4,97,0,Adventure,127452410
201708,0,0,4,95,0,Adventure,50228592
201709,0,0,4,101,0,Adventure,59281555
201710,0,0,4,98,0,Adventure,21885107
201711,0,0,4,96,0,Adventure,46524105
201712,0,0,4,96,0,Adventure,1109108443
201701,0,0,5,96,0,Comedy,4492692
201702,0,0,5,97,0,Comedy,33881035
201703,0,0,4,97,0,Comedy,7646755
201704,0,0,4,97,0,Comedy,77582165
201705,0,0,4,95,0,Comedy,104430947
201706,0,0,4,93,0,Comedy,27398612
201707,0,0,4,97,0,Comedy,116565134
201708,0,0,4,95,0,Comedy,30489177
201709,0,0,4,101,0,Comedy,5121990
201710,0,0,4,98,0,Comedy,47319572
201711,0,0,4,96,0,Comedy,177158872
201712,0,0,4,96,0,Comedy,175073477
201701,0,0,5,96,0,Drama,90997391
201702,0,0,5,97,0,Drama,127505619
201703,0,0,4,97,0,Drama,96459471
201704,0,0,4,97,0,Drama,68702317
201705,0,0,4,95,0,Drama,42849118
201706,0,0,4,93,0,Drama,80737603
201707,0,0,4,97,0,Drama,21627667
201708,0,0,4,95,0,Drama,31146422
201709,0,0,4,101,0,Drama,54030991
201710,0,0,4,98,0,Drama,65528715
201711,0,0,4,96,0,Drama,376096670
201712,0,0,4,96,0,Drama,200691231
201701,0,0,5,96,0,Horror,330001654
201702,0,0,5,97,0,Horror,407729188
201703,0,0,4,97,0,Horror,21404250
201704,0,0,4,97,0,Horror,7564576
201705,0,0,4,95,0,Horror,148547118
201706,0,0,4,93,0,Horror,117039356
201707,0,0,4,97,0,Horror,28603010
201708,0,0,4,95,0,Horror,204188902
201709,0,0,4,101,0,Horror,662165812
201710,0,0,4,98,0,Horror,192105176
201712,0,0,4,96,0,Horror,77570
201701,0,0,5,96,0,Thriller/Suspense,43186936
201702,0,0,5,97,0,Thriller/Suspense,8541626
201703,0,0,4,97,0,Thriller/Suspense,32225652
201704,0,0,4,97,0,Thriller/Suspense,32526447
201705,0,0,4,95,0,Thriller/Suspense,1831724
201706,0,0,4,93,0,Thriller/Suspense,108042761
201707,0,0,4,97,0,Thriller/Suspense,52207601
201708,0,0,4,95,0,Thriller/Suspense,64818507
201709,0,0,4,101,0,Thriller/Suspense,79048309
201710,0,0,4,98,0,Thriller/Suspense,129734298
201711,0,0,4,96,0,Thriller/Suspense,309785
201712,0,0,4,96,0,Thriller/Suspense,25348241
201801,0,1,4,100,0,Action,160267143
201802,0,0,4,101,0,Action,703774171
201803,0,0,4,99,0,Action,153555159
201804,0,0,4,98,0,Action,785077575
201805,0,0,4,98,0,Action,324690932
201806,0,0,4,98,0,Action,630317491
201807,0,0,4,96,0,Action,607575289
201808,0,0,4,100,0,Action,188649313
201809,0,0,4,99,0,Action,87201392
201810,0,-1,4,98,0,Action,213511408
201811,0,0,4,98,0,Action,54080737
201812,0,-1,4,91,0,Action,356114976
201801,0,1,4,100,0,Adventure,43757714
201802,0,0,4,101,0,Adventure,124853728
201803,0,0,4,99,0,Adventure,281411651
201804,0,0,4,98,0,Adventure,3054285
201805,0,0,4,98,0,Adventure,213887387
201806,0,0,4,98,0,Adventure,608581744
201807,0,0,4,96,0,Adventure,197290328
201808,0,0,4,100,0,Adventure,135066421
201809,0,0,4,99,0,Adventure,88669844
201810,0,-1,4,98,0,Adventure,229423
201811,0,0,4,98,0,Adventure,687159417
201812,0,-1,4,91,0,Adventure,317471837
201801,0,1,4,100,0,Comedy,405561
201802,0,0,4,101,0,Comedy,71187282
201803,0,0,4,99,0,Comedy,34115272
201804,0,0,4,98,0,Comedy,139724492
201805,0,0,4,98,0,Comedy,81625192
201806,0,0,4,98,0,Comedy,102260179
201807,0,0,4,96,0,Comedy,17515208
201808,0,0,4,100,0,Comedy,34638533
201809,0,0,4,99,0,Comedy,157183991
201810,0,-1,4,98,0,Comedy,4493392
201811,0,0,4,98,0,Comedy,153113227
201812,0,-1,4,91,0,Comedy,69875858
201801,0,1,4,100,0,Drama,75302657
201802,0,0,4,101,0,Drama,151537515
201803,0,0,4,99,0,Drama,167375716
201804,0,0,4,98,0,Drama,20874359
201805,0,0,4,98,0,Drama,4187763
201806,0,0,4,98,0,Drama,54732335
201807,0,0,4,96,0,Drama,22750666
201808,0,0,4,100,0,Drama,46937488
201809,0,0,4,99,0,Drama,47849001
201810,0,-1,4,98,0,Drama,323793396
201811,0,0,4,98,0,Drama,376953297
201812,0,-1,4,91,0,Drama,187411222
201801,0,1,4,100,0,Horror,135490660
201802,0,0,4,101,0,Horror,50839370
201803,0,0,4,99,0,Horror,48910610
201804,0,0,4,98,0,Horror,376579474
201805,0,0,4,98,0,Horror,76068
201806,0,0,4,98,0,Horror,88138912
201807,0,0,4,96,0,Horror,156842066
201808,0,0,4,100,0,Horror,61129650
201809,0,0,4,99,0,Horror,257115100
201810,0,-1,4,98,0,Horror,417394396
201811,0,0,4,98,0,Horror,29672348
201801,0,1,4,100,0,Thriller/Suspense,16920
201802,0,0,4,101,0,Thriller/Suspense,32739940
201803,0,0,4,99,0,Thriller/Suspense,107741591
201804,0,0,4,98,0,Thriller/Suspense,70927802
201805,0,0,4,98,0,Thriller/Suspense,53742101
201806,0,0,4,98,0,Thriller/Suspense,21968443
201807,0,0,4,96,0,Thriller/Suspense,89315
201808,0,0,4,100,0,Thriller/Suspense,38804249
201809,0,0,4,99,0,Thriller/Suspense,56869868
201810,0,-1,4,98,0,Thriller/Suspense,35569350
201811,0,0,4,98,0,Thriller/Suspense,58544827
201812,0,-1,4,91,0,Thriller/Suspense,1824743
201901,0,1,4,94,0,Action,36229819
201902,0,0,4,98,0,Action,106824948
201903,0,0,4,97,0,Action,428358887
201904,0,0,4,100,0,Action,999004004
201905,0,-1,4,98,0,Action,282042926
201906,0,1,4,98,0,Action,76687807
201907,0,0,4,90,0,Action,390989085
201908,0,0,4,93,0,Action,177274429
201909,0,0,4,96,0,Action,44819352
201910,0,0,4,97,0,Action,74199854
201911,0,0,4,99,0,Action,136984775
201912,0,0,4,100,0,Action,5475937
201901,0,1,4,94,0,Adventure,16973149
201902,0,0,4,98,0,Adventure,270953675
201903,0,0,4,97,0,Adventure,159983100
201904,0,0,4,100,0,Adventure,18081938
201905,0,-1,4,98,0,Adventure,519826111
201906,0,1,4,98,0,Adventure,672914210
201907,0,0,4,90,0,Adventure,543638043
201908,0,0,4,93,0,Adventure,126766659
201909,0,0,4,96,0,Adventure,63480017
201910,0,0,4,97,0,Adventure,212276262
201911,0,0,4,99,0,Adventure,483174827
201912,0,0,4,100,0,Adventure,899905809
201901,0,1,4,94,0,Comedy,109250004
201902,0,0,4,98,0,Comedy,25126215
201903,0,0,4,97,0,Comedy,86052816
201904,0,0,4,100,0,Comedy,41421079
201905,0,-1,4,98,0,Comedy,74801289
201906,0,1,4,98,0,Comedy,37012306
201907,0,0,4,90,0,Comedy,25033659
201908,0,0,4,93,0,Comedy,92750006
201909,0,0,4,96,0,Comedy,4990905
201910,0,0,4,97,0,Comedy,84793079
201911,0,0,4,99,0,Comedy,44680798
201912,0,0,4,100,0,Comedy,1070470
201901,0,1,4,94,0,Drama,42678415
201902,0,0,4,98,0,Drama,12687590
201903,0,0,4,97,0,Drama,82875966
201904,0,0,4,100,0,Drama,60682971
201905,0,-1,4,98,0,Drama,132799307
201906,0,1,4,98,0,Drama,8790368
201907,0,0,4,90,0,Drama,21385844
201908,0,0,4,93,0,Drama,103947441
201909,0,0,4,96,0,Drama,232253102
201910,0,0,4,97,0,Drama,26332953
201911,0,0,4,99,0,Drama,457793606
201912,0,0,4,100,0,Drama,201689936
201901,0,1,4,94,0,Horror,114001512
201902,0,0,4,98,0,Horror,29786438
201903,0,0,4,97,0,Horror,31700
201904,0,0,4,100,0,Horror,262830396
201905,0,-1,4,98,0,Horror,127875246
201906,0,1,4,98,0,Horror,220454722
201907,0,0,4,90,0,Horror,132881112
201908,0,0,4,93,0,Horror,138288468
201909,0,0,4,96,0,Horror,423291268
201910,0,0,4,97,0,Horror,51268438
201911,0,0,4,99,0,Horror,63182780
201912,0,0,4,100,0,Horror,20859460
201901,0,1,4,94,0,Thriller/Suspense,123674394
201902,0,0,4,98,0,Thriller/Suspense,60539237
201903,0,0,4,97,0,Thriller/Suspense,203576811
201904,0,0,4,100,0,Thriller/Suspense,12414912
201905,0,-1,4,98,0,Thriller/Suspense,35647309
201907,0,0,4,90,0,Thriller/Suspense,142502728
201908,0,0,4,93,0,Thriller/Suspense,100759853
201909,0,0,4,96,0,Thriller/Suspense,50917705
201910,0,0,4,97,0,Thriller/Suspense,335492786
201911,0,0,4,99,0,Thriller/Suspense,45707703
201912,0,0,4,100,0,Thriller/Suspense,209676756
202001,0,0,4,101,0,Action,241710651
202002,0,-1,4,89,0,Action,84205316
202003,0,-2,4,72,0,Action,10801341
202006,0,0,11,72,0,Action,429148
202007,0,1,10,74,0,Action,514107
202008,0,1,8,80,0,Action,1044212
202009,0,0,8,82,0,Action,58426747
202011,0,1,7,81,0,Action,793525
202012,0,0,7,79,0,Action,34922180
202001,0,0,4,101,0,Adventure,77072943
202002,0,-1,4,89,0,Adventure,221962664
202003,0,-2,4,72,0,Adventure,61621935
202006,0,0,11,72,0,Adventure,80496
202008,0,1,8,80,0,Adventure,4810790
202010,0,0,7,77,0,Adventure,1474126
202011,0,1,7,81,0,Adventure,34558715
202012,0,0,7,79,0,Adventure,6189905
202001,0,0,4,101,0,Comedy,22216551
202002,0,-1,4,89,0,Comedy,11256726
202003,0,-2,4,72,0,Comedy,16255
202004,0,2,15,72,0,Comedy,5727
202005,0,1,13,78,0,Comedy,83972
202006,0,0,11,72,0,Comedy,1577
202007,0,1,10,74,0,Comedy,12382
202008,0,1,8,80,0,Comedy,3439660
202009,0,0,8,82,0,Comedy,650834
202010,0,0,7,77,0,Comedy,19188659
202011,0,1,7,81,0,Comedy,407775
202012,0,0,7,79,0,Comedy,2056635
202001,0,0,4,101,0,Drama,13922096
202002,0,-1,4,89,0,Drama,43991767
202003,0,-2,4,72,0,Drama,24300340
202004,0,2,15,72,0,Drama,39840
202006,0,0,11,72,0,Drama,14635
202007,0,1,10,74,0,Drama,935424
202008,0,1,8,80,0,Drama,5067297
202009,0,0,8,82,0,Drama,3139095
202010,0,0,7,77,0,Drama,1984754
202011,0,1,7,81,0,Drama,1308556
202012,0,0,7,79,0,Drama,1164008
202001,0,0,4,101,0,Horror,105604276
202002,0,-1,4,89,0,Horror,212212550
202003,0,-2,4,72,0,Horror,603212
202004,0,2,15,72,0,Horror,126418
202005,0,1,13,78,0,Horror,3630880
202006,0,0,11,72,0,Horror,1076358
202008,0,1,8,80,0,Horror,50197894
202009,0,0,8,82,0,Horror,1911600
202010,0,0,7,77,0,Horror,27582898
202011,0,1,7,81,0,Horror,17820442
202012,0,0,7,79,0,Horror,42592
202001,0,0,4,101,0,Thriller/Suspense,23017036
202002,0,-1,4,89,0,Thriller/Suspense,473093
202003,0,-2,4,72,0,Thriller/Suspense,6017828
202005,0,1,13,78,0,Thriller/Suspense,31252
202006,0,0,11,72,0,Thriller/Suspense,1004893
202007,0,1,10,74,0,Thriller/Suspense,2691606
202008,0,1,8,80,0,Thriller/Suspense,20950415
202009,0,0,8,82,0,Thriller/Suspense,4821467
202010,0,0,7,77,0,Thriller/Suspense,15566724
202011,0,1,7,81,0,Thriller/Suspense,10927115
202012,0,0,7,79,0,Thriller/Suspense,3089694
